category,price,quantity,delivery_status,payment_method,device_type,channel,customer_segment,order_month,order_day_of_week,order_hour,shipping_delay_days
Electronics,88.41,1,Delivered,Apple Pay,Desktop,Social,Returning,7,0,14,3.0
Beauty,360.91,4,Delivered,Apple Pay,Tablet,Email,Returning,7,0,14,2.0
Home,257.81,1,Shipped,Apple Pay,Tablet,Social,Returning,7,0,14,6.0
Electronics,41.53,3,Delivered,PayPal,Desktop,Social,Returning,7,0,14,4.0
Books,172.64,2,Delivered,Credit Card,Tablet,Organic,Returning,7,0,14,7.0
Beauty,367.33,3,Delivered,Apple Pay,Tablet,Email,VIP,7,0,14,3.0
Clothing,100.98,1,Delivered,PayPal,Mobile,Organic,Returning,7,0,14,2.0
Electronics,218.64,1,Delivered,Google Pay,Desktop,Organic,VIP,7,0,14,2.0
Books,243.13,1,Delivered,Credit Card,Mobile,Paid Search,Returning,7,0,14,1.0
Toys,307.99,2,Shipped,Debit Card,Mobile,Email,Returning,7,0,14,6.0
Beauty,448.31,4,Shipped,Debit Card,Tablet,Social,Returning,7,0,14,6.0
Toys,283.95,1,Pending,Google Pay,Mobile,Paid Search,VIP,7,0,14,5.0
Beauty,128.34,2,Delivered,Apple Pay,Desktop,Social,VIP,7,0,14,7.0
Home,151.23,1,Delivered,PayPal,Desktop,Paid Search,Returning,7,0,14,4.0
Clothing,296.67,3,Delivered,Credit Card,Tablet,Email,VIP,7,0,14,4.0
Electronics,13.96,3,Delivered,PayPal,Tablet,Paid Search,Returning,7,0,14,3.0
Clothing,405.12,3,Delivered,Google Pay,Desktop,Organic,Returning,7,0,14,5.0
Clothing,211.47,3,Returned,Google Pay,Mobile,Paid Search,VIP,7,0,14,2.0
Books,451.07,2,Pending,Apple Pay,Tablet,Organic,VIP,7,0,14,1.0
Beauty,427.29,1,Shipped,PayPal,Desktop,Email,VIP,7,1,14,3.0
Books,235.57,3,Pending,Debit Card,Tablet,Organic,VIP,7,1,14,1.0
Clothing,339.17,2,Delivered,Debit Card,Mobile,Paid Search,Returning,7,1,14,6.0
Home,109.74,2,Delivered,Google Pay,Mobile,Paid Search,Returning,7,1,14,1.0
Home,27.65,2,Delivered,Credit Card,Desktop,Social,VIP,7,1,14,1.0
Toys,197.41,1,Delivered,Debit Card,Desktop,Paid Search,VIP,7,1,14,6.0
Toys,165.75,3,Delivered,Apple Pay,Desktop,Paid Search,Returning,7,1,14,6.0
Books,119.35,1,Delivered,Credit Card,Tablet,Email,VIP,7,1,14,1.0
Home,123.48,1,Delivered,Credit Card,Tablet,Social,Returning,7,1,14,3.0
Clothing,268.89,2,Returned,Credit Card,Desktop,Organic,Returning,7,1,14,1.0
Clothing,380.38,2,Delivered,Google Pay,Mobile,Social,Returning,7,1,14,4.0
Home,335.32,1,Delivered,Debit Card,Tablet,Email,Returning,7,1,14,3.0
Books,353.21,5,Delivered,PayPal,Desktop,Organic,VIP,7,1,14,3.0
Books,144.31,1,Delivered,Apple Pay,Tablet,Email,Returning,7,1,14,3.0
Beauty,169.06,1,Shipped,Google Pay,Desktop,Organic,Returning,7,1,14,5.0
Electronics,95.11,3,Shipped,PayPal,Tablet,Email,VIP,7,1,14,3.0
Books,98.98,3,Delivered,PayPal,Mobile,Email,VIP,7,1,14,5.0
Electronics,410.96,4,Delivered,Credit Card,Desktop,Social,VIP,7,1,14,1.0
Toys,328.02,1,Delivered,Google Pay,Desktop,Paid Search,VIP,7,1,14,7.0
Electronics,430.66,1,Delivered,Debit Card,Tablet,Email,VIP,7,1,14,4.0
Home,21.17,4,Delivered,Credit Card,Mobile,Social,Returning,7,1,14,6.0
Home,112.36,1,Delivered,PayPal,Desktop,Email,VIP,7,1,14,2.0
Books,223.47,1,Shipped,Credit Card,Mobile,Email,Returning,7,1,14,5.0
Beauty,217.87,3,Delivered,Credit Card,Tablet,Paid Search,Returning,7,1,14,5.0
Home,6.16,2,Shipped,Apple Pay,Desktop,Email,VIP,7,1,14,1.0
Electronics,188.7,3,Delivered,Credit Card,Tablet,Paid Search,Returning,7,2,14,4.0
Clothing,401.5,2,Delivered,Apple Pay,Tablet,Email,VIP,7,2,14,3.0
Beauty,88.34,3,Shipped,PayPal,Tablet,Social,Returning,7,2,14,1.0
Home,321.8,2,Delivered,Google Pay,Desktop,Paid Search,Returning,7,2,14,5.0
Books,341.11,2,Delivered,Google Pay,Mobile,Social,VIP,7,2,14,3.0
Beauty,40.38,2,Delivered,Credit Card,Tablet,Social,VIP,7,2,14,5.0
Clothing,432.36,1,Returned,Google Pay,Tablet,Email,VIP,7,2,14,5.0
Books,318.45,1,Delivered,Apple Pay,Desktop,Paid Search,Returning,7,2,14,3.0
Electronics,354.46,5,Shipped,Google Pay,Mobile,Social,VIP,7,2,14,5.0
Electronics,36.66,2,Shipped,Google Pay,Desktop,Email,VIP,7,2,14,2.0
Beauty,69.31,6,Delivered,Debit Card,Mobile,Social,VIP,7,2,14,5.0
Clothing,257.07,1,Delivered,Apple Pay,Desktop,Email,Returning,7,2,14,5.0
Books,391.7,3,Delivered,Apple Pay,Tablet,Paid Search,VIP,7,2,14,3.0
Electronics,5.6,2,Shipped,Google Pay,Desktop,Email,VIP,7,2,14,5.0
Beauty,67.41,2,Delivered,Credit Card,Tablet,Email,VIP,7,2,14,5.0
Electronics,291.44,1,Delivered,Debit Card,Mobile,Paid Search,VIP,7,2,14,7.0
Beauty,396.32,2,Shipped,Debit Card,Tablet,Email,VIP,7,2,14,3.0
Toys,444.43,2,Delivered,Apple Pay,Desktop,Email,Returning,7,3,14,5.0
Electronics,491.78,1,Delivered,Debit Card,Desktop,Organic,Returning,7,3,14,5.0
Clothing,272.67,1,Pending,Apple Pay,Tablet,Paid Search,Returning,7,3,14,1.0
Toys,271.19,2,Delivered,Debit Card,Mobile,Email,Returning,7,3,14,3.0
Clothing,277.38,2,Delivered,PayPal,Tablet,Paid Search,VIP,7,3,14,4.0
Electronics,57.88,4,Delivered,Debit Card,Tablet,Paid Search,Returning,7,3,14,2.0
Toys,473.02,3,Delivered,Apple Pay,Mobile,Email,Returning,7,3,14,4.0
Electronics,444.32,1,Delivered,Apple Pay,Tablet,Email,VIP,7,3,14,3.0
Electronics,403.16,2,Delivered,Google Pay,Mobile,Paid Search,VIP,7,3,14,5.0
Home,473.3,4,Delivered,Debit Card,Tablet,Social,VIP,7,3,14,3.0
Clothing,142.96,2,Delivered,Debit Card,Mobile,Organic,VIP,7,3,14,1.0
Home,62.14,2,Delivered,PayPal,Mobile,Email,Returning,7,3,14,6.0
Toys,152.53,1,Delivered,Credit Card,Mobile,Organic,Returning,7,3,14,1.0
Clothing,495.81,2,Delivered,Debit Card,Mobile,Email,VIP,7,3,14,1.0
Toys,226.93,1,Delivered,Apple Pay,Mobile,Organic,VIP,7,3,14,6.0
Books,132.91,2,Delivered,Debit Card,Tablet,Social,Returning,7,3,14,2.0
Clothing,330.63,2,Returned,PayPal,Desktop,Email,Returning,7,3,14,4.0
Electronics,93.76,2,Delivered,PayPal,Mobile,Email,VIP,7,3,14,3.0
Beauty,443.17,2,Delivered,Credit Card,Mobile,Paid Search,VIP,7,3,14,3.0
Electronics,33.9,2,Shipped,Apple Pay,Mobile,Email,New,7,3,14,6.0
Books,400.28,1,Shipped,Apple Pay,Tablet,Organic,VIP,7,3,14,6.0
Books,433.97,2,Delivered,Google Pay,Mobile,Paid Search,VIP,7,3,14,1.0
Home,241.74,2,Delivered,PayPal,Tablet,Organic,VIP,7,3,14,7.0
Electronics,469.08,5,Shipped,PayPal,Tablet,Organic,Returning,7,3,14,3.0
Toys,236.07,2,Delivered,Debit Card,Desktop,Email,Returning,7,3,14,5.0
Books,190.5,1,Delivered,Google Pay,Desktop,Social,VIP,7,3,14,1.0
Home,351.25,1,Delivered,Google Pay,Mobile,Social,Returning,7,3,14,1.0
Clothing,238.71,1,Shipped,Debit Card,Desktop,Social,Returning,7,3,14,4.0
Books,281.04,2,Delivered,Debit Card,Mobile,Paid Search,VIP,7,4,14,3.0
Electronics,159.11,1,Delivered,PayPal,Mobile,Social,VIP,7,4,14,6.0
Toys,132.68,3,Delivered,Debit Card,Tablet,Email,Returning,7,4,14,4.0
Home,297.27,3,Shipped,Debit Card,Tablet,Email,Returning,7,4,14,2.0
Clothing,266.1,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,7,4,14,6.0
Electronics,110.92,1,Delivered,Google Pay,Tablet,Email,New,7,4,14,1.0
Electronics,460.08,3,Delivered,Google Pay,Mobile,Paid Search,Returning,7,4,14,7.0
Books,18.67,1,Delivered,Google Pay,Tablet,Social,VIP,7,4,14,1.0
Beauty,327.75,1,Shipped,Debit Card,Mobile,Organic,Returning,7,4,14,4.0
Toys,335.33,5,Delivered,Apple Pay,Desktop,Paid Search,VIP,7,4,14,6.0
Beauty,349.18,1,Shipped,Apple Pay,Tablet,Email,Returning,7,4,14,2.0
Electronics,430.53,1,Delivered,Google Pay,Desktop,Email,VIP,7,4,14,2.0
Electronics,176.74,2,Delivered,Debit Card,Desktop,Email,VIP,7,4,14,4.0
Home,126.12,4,Delivered,PayPal,Desktop,Paid Search,VIP,7,4,14,1.0
Toys,118.97,3,Shipped,Google Pay,Tablet,Organic,Returning,7,4,14,6.0
Clothing,384.14,3,Delivered,Credit Card,Mobile,Organic,VIP,7,4,14,2.0
Beauty,499.51,2,Delivered,PayPal,Mobile,Email,Returning,7,4,14,1.0
Books,267.27,3,Shipped,Credit Card,Desktop,Paid Search,VIP,7,4,14,7.0
Toys,487.59,1,Pending,Debit Card,Desktop,Paid Search,Returning,7,5,14,5.0
Electronics,292.06,2,Delivered,Apple Pay,Mobile,Social,VIP,7,5,14,4.0
Books,192.48,1,Delivered,Google Pay,Mobile,Organic,Returning,7,5,14,5.0
Toys,22.84,3,Delivered,Credit Card,Tablet,Social,VIP,7,5,14,2.0
Beauty,417.71,5,Returned,PayPal,Desktop,Email,Returning,7,5,14,4.0
Beauty,66.36,4,Shipped,Credit Card,Desktop,Social,VIP,7,5,14,3.0
Books,226.23,3,Delivered,Credit Card,Mobile,Organic,VIP,7,5,14,5.0
Beauty,293.01,1,Delivered,Google Pay,Desktop,Organic,VIP,7,5,14,7.0
Home,278.52,2,Pending,PayPal,Tablet,Social,VIP,7,5,14,4.0
Clothing,116.97,1,Delivered,Debit Card,Mobile,Organic,Returning,7,5,14,5.0
Beauty,201.19,5,Delivered,Google Pay,Mobile,Paid Search,New,7,5,14,1.0
Home,405.24,1,Delivered,Apple Pay,Mobile,Social,VIP,7,5,14,6.0
Electronics,304.91,2,Delivered,Google Pay,Desktop,Organic,Returning,7,5,14,1.0
Electronics,197.54,2,Shipped,PayPal,Mobile,Email,VIP,7,5,14,3.0
Toys,83.78,1,Delivered,Credit Card,Desktop,Paid Search,Returning,7,5,14,2.0
Clothing,285.41,2,Shipped,Debit Card,Tablet,Email,VIP,7,5,14,5.0
Toys,275.44,3,Shipped,Google Pay,Desktop,Social,VIP,7,5,14,1.0
Clothing,50.39,4,Delivered,Debit Card,Tablet,Social,VIP,7,5,14,7.0
Home,259.36,6,Returned,Google Pay,Tablet,Paid Search,Returning,7,5,14,1.0
Beauty,392.99,1,Delivered,Debit Card,Tablet,Organic,New,7,5,14,2.0
Electronics,110.07,3,Delivered,PayPal,Tablet,Email,Returning,7,5,14,2.0
Beauty,238.53,6,Delivered,Apple Pay,Mobile,Paid Search,New,7,5,14,5.0
Beauty,409.0,3,Shipped,PayPal,Mobile,Email,VIP,7,5,14,5.0
Beauty,238.17,1,Delivered,Debit Card,Mobile,Paid Search,Returning,7,5,14,5.0
Home,412.01,2,Delivered,Debit Card,Desktop,Organic,VIP,7,5,14,6.0
Clothing,393.19,2,Shipped,Debit Card,Tablet,Paid Search,VIP,7,6,14,4.0
Toys,301.4,3,Returned,Debit Card,Desktop,Email,Returning,7,6,14,1.0
Electronics,341.82,7,Shipped,Debit Card,Tablet,Social,Returning,7,6,14,3.0
Books,499.64,1,Delivered,Debit Card,Mobile,Social,VIP,7,6,14,7.0
Books,402.31,2,Shipped,Debit Card,Mobile,Paid Search,VIP,7,6,14,7.0
Electronics,242.9,1,Delivered,Google Pay,Desktop,Organic,VIP,7,6,14,5.0
Books,163.99,2,Delivered,Apple Pay,Tablet,Social,Returning,7,6,14,6.0
Books,50.7,1,Shipped,Apple Pay,Tablet,Email,Returning,7,6,14,7.0
Books,24.25,4,Returned,PayPal,Mobile,Paid Search,Returning,7,6,14,2.0
Home,170.06,3,Delivered,Apple Pay,Desktop,Social,VIP,7,6,14,2.0
Beauty,11.88,3,Delivered,Credit Card,Mobile,Paid Search,VIP,7,6,14,5.0
Home,322.13,3,Returned,Debit Card,Tablet,Paid Search,Returning,7,6,14,6.0
Toys,164.0,2,Delivered,Credit Card,Desktop,Email,VIP,7,6,14,6.0
Electronics,486.11,4,Delivered,PayPal,Tablet,Email,VIP,7,6,14,2.0
Books,237.05,1,Delivered,Google Pay,Desktop,Social,VIP,7,6,14,2.0
Electronics,332.13,4,Shipped,Debit Card,Mobile,Email,VIP,7,6,14,4.0
Clothing,342.6,1,Delivered,Debit Card,Mobile,Paid Search,New,7,6,14,4.0
Clothing,230.14,1,Shipped,Debit Card,Tablet,Social,VIP,7,6,14,2.0
Books,142.92,1,Delivered,Google Pay,Mobile,Paid Search,VIP,7,6,14,6.0
Books,398.92,1,Shipped,Google Pay,Desktop,Email,Returning,7,6,14,4.0
Beauty,41.04,1,Delivered,Credit Card,Tablet,Paid Search,Returning,7,6,14,7.0
Electronics,454.26,5,Shipped,Google Pay,Tablet,Social,VIP,7,6,14,5.0
Books,128.57,1,Shipped,PayPal,Mobile,Organic,Returning,7,6,14,1.0
Clothing,203.23,2,Delivered,Google Pay,Desktop,Organic,New,7,6,14,1.0
Books,390.97,4,Delivered,Google Pay,Mobile,Paid Search,Returning,7,6,14,2.0
Books,283.62,2,Shipped,PayPal,Mobile,Email,Returning,7,6,14,7.0
Books,125.51,1,Delivered,Google Pay,Mobile,Email,VIP,7,6,14,3.0
Toys,26.85,3,Delivered,PayPal,Mobile,Social,VIP,7,6,14,3.0
Electronics,102.29,3,Delivered,PayPal,Desktop,Paid Search,Returning,7,6,14,7.0
Toys,422.81,3,Delivered,Apple Pay,Desktop,Social,VIP,7,6,14,4.0
Toys,397.56,3,Shipped,Google Pay,Desktop,Paid Search,New,7,0,14,4.0
Toys,428.71,1,Pending,Credit Card,Tablet,Paid Search,VIP,7,0,14,6.0
Electronics,62.54,1,Shipped,PayPal,Mobile,Paid Search,VIP,7,0,14,1.0
Books,15.44,3,Shipped,Google Pay,Desktop,Email,Returning,7,0,14,1.0
Books,266.49,2,Delivered,Google Pay,Mobile,Social,VIP,7,0,14,7.0
Toys,439.5,2,Delivered,Apple Pay,Mobile,Social,Returning,7,0,14,2.0
Home,107.29,1,Delivered,Debit Card,Mobile,Organic,Returning,7,0,14,7.0
Beauty,5.23,1,Returned,Credit Card,Desktop,Paid Search,Returning,7,0,14,7.0
Books,382.57,4,Delivered,Debit Card,Mobile,Organic,Returning,7,0,14,5.0
Clothing,345.6,1,Shipped,PayPal,Mobile,Paid Search,Returning,7,0,14,1.0
Toys,53.15,3,Delivered,Debit Card,Desktop,Social,VIP,7,0,14,2.0
Beauty,268.42,1,Delivered,Apple Pay,Tablet,Email,VIP,7,0,14,2.0
Beauty,365.87,3,Delivered,Debit Card,Desktop,Organic,Returning,7,0,14,1.0
Electronics,189.17,4,Delivered,Apple Pay,Mobile,Social,VIP,7,0,14,2.0
Books,462.62,1,Delivered,Google Pay,Desktop,Organic,VIP,7,0,14,1.0
Beauty,154.98,1,Delivered,Debit Card,Desktop,Paid Search,VIP,7,0,14,7.0
Clothing,289.96,3,Delivered,Debit Card,Tablet,Email,Returning,7,0,14,7.0
Beauty,43.03,1,Delivered,Credit Card,Desktop,Paid Search,VIP,7,0,14,5.0
Clothing,134.16,4,Delivered,Google Pay,Tablet,Social,VIP,7,0,14,2.0
Toys,28.64,2,Shipped,Debit Card,Mobile,Social,New,7,0,14,1.0
Books,255.12,3,Shipped,Google Pay,Mobile,Social,Returning,7,1,14,6.0
Clothing,163.72,4,Delivered,Debit Card,Mobile,Email,Returning,7,1,14,3.0
Toys,438.9,2,Shipped,PayPal,Mobile,Organic,VIP,7,1,14,1.0
Home,309.5,1,Delivered,PayPal,Tablet,Social,VIP,7,1,14,2.0
Beauty,386.35,3,Delivered,Debit Card,Tablet,Social,Returning,7,1,14,2.0
Clothing,129.83,1,Delivered,PayPal,Desktop,Organic,VIP,7,1,14,7.0
Home,479.28,1,Shipped,Google Pay,Tablet,Paid Search,Returning,7,1,14,2.0
Clothing,438.85,1,Delivered,Google Pay,Mobile,Organic,VIP,7,1,14,7.0
Electronics,132.51,1,Delivered,PayPal,Mobile,Paid Search,VIP,7,1,14,6.0
Books,208.32,1,Delivered,Credit Card,Tablet,Paid Search,VIP,7,1,14,6.0
Clothing,33.36,1,Delivered,PayPal,Desktop,Paid Search,New,7,1,14,7.0
Electronics,362.61,1,Delivered,Debit Card,Desktop,Social,Returning,7,1,14,1.0
Books,481.53,3,Delivered,PayPal,Mobile,Social,VIP,7,1,14,7.0
Beauty,418.32,2,Shipped,Google Pay,Tablet,Email,Returning,7,1,14,2.0
Home,333.79,3,Delivered,PayPal,Mobile,Social,Returning,7,1,14,6.0
Toys,350.67,1,Delivered,Credit Card,Mobile,Social,Returning,7,1,14,1.0
Home,42.42,3,Delivered,Google Pay,Desktop,Social,VIP,7,1,14,1.0
Clothing,303.19,3,Delivered,PayPal,Desktop,Social,Returning,7,1,14,1.0
Books,330.23,2,Delivered,Apple Pay,Tablet,Social,Returning,7,1,14,2.0
Books,485.4,1,Delivered,Google Pay,Mobile,Email,VIP,7,1,14,7.0
Beauty,281.65,5,Delivered,PayPal,Mobile,Organic,Returning,7,1,14,1.0
Home,68.49,2,Delivered,Credit Card,Mobile,Paid Search,Returning,7,1,14,4.0
Books,328.44,1,Delivered,PayPal,Tablet,Email,VIP,7,1,14,1.0
Books,103.27,4,Delivered,Debit Card,Tablet,Paid Search,Returning,7,1,14,4.0
Home,247.81,3,Delivered,Google Pay,Tablet,Email,VIP,7,1,14,1.0
Clothing,405.77,1,Delivered,Credit Card,Desktop,Paid Search,Returning,7,1,14,1.0
Beauty,335.22,6,Delivered,Apple Pay,Tablet,Organic,VIP,7,1,14,6.0
Beauty,330.85,1,Shipped,PayPal,Mobile,Organic,VIP,7,1,14,7.0
Electronics,38.94,3,Delivered,Apple Pay,Desktop,Paid Search,Returning,7,1,14,2.0
Toys,270.9,4,Delivered,Apple Pay,Tablet,Email,Returning,7,1,14,5.0
Beauty,93.36,1,Pending,PayPal,Desktop,Email,VIP,7,2,14,2.0
Clothing,349.52,1,Shipped,Apple Pay,Mobile,Organic,VIP,7,2,14,7.0
Beauty,441.94,9,Delivered,Google Pay,Tablet,Paid Search,Returning,7,2,14,3.0
Home,165.09,2,Returned,Google Pay,Mobile,Email,Returning,7,2,14,5.0
Books,108.22,1,Delivered,Google Pay,Mobile,Social,Returning,7,2,14,4.0
Toys,466.39,4,Delivered,PayPal,Tablet,Email,VIP,7,2,14,7.0
Beauty,59.56,3,Pending,PayPal,Desktop,Organic,Returning,7,2,14,4.0
Toys,46.66,1,Delivered,Apple Pay,Desktop,Organic,VIP,7,2,14,5.0
Books,69.51,2,Delivered,Debit Card,Tablet,Paid Search,Returning,7,2,14,7.0
Clothing,72.08,5,Delivered,Google Pay,Tablet,Paid Search,VIP,7,2,14,5.0
Clothing,251.19,2,Delivered,Debit Card,Tablet,Email,Returning,7,2,14,4.0
Beauty,68.31,3,Pending,PayPal,Mobile,Paid Search,VIP,7,2,14,7.0
Books,263.1,1,Shipped,PayPal,Tablet,Social,VIP,7,2,14,4.0
Electronics,474.78,5,Shipped,Credit Card,Desktop,Social,VIP,7,2,14,4.0
Home,385.85,1,Delivered,PayPal,Mobile,Paid Search,VIP,7,2,14,6.0
Toys,73.5,2,Delivered,Google Pay,Mobile,Social,VIP,7,2,14,6.0
Beauty,436.88,2,Delivered,Credit Card,Mobile,Paid Search,Returning,7,2,14,4.0
Electronics,337.71,3,Delivered,PayPal,Desktop,Organic,Returning,7,2,14,4.0
Toys,328.72,2,Delivered,Google Pay,Tablet,Paid Search,Returning,7,2,14,4.0
Books,156.39,5,Delivered,Debit Card,Desktop,Organic,Returning,7,2,14,4.0
Books,282.08,2,Delivered,Debit Card,Desktop,Paid Search,VIP,7,2,14,5.0
Electronics,303.04,2,Delivered,Debit Card,Mobile,Social,Returning,7,2,14,3.0
Books,310.16,1,Delivered,Credit Card,Tablet,Email,New,7,2,14,4.0
Toys,271.49,1,Delivered,Credit Card,Desktop,Social,Returning,7,2,14,3.0
Books,406.87,3,Delivered,Apple Pay,Mobile,Email,Returning,7,2,14,4.0
Electronics,70.71,1,Shipped,Credit Card,Mobile,Paid Search,New,7,2,14,5.0
Home,328.59,3,Delivered,Credit Card,Mobile,Organic,Returning,7,2,14,6.0
Toys,327.63,1,Returned,Apple Pay,Tablet,Organic,VIP,7,3,14,6.0
Electronics,445.63,2,Delivered,PayPal,Mobile,Social,VIP,7,3,14,6.0
Clothing,238.9,1,Returned,Google Pay,Tablet,Social,VIP,7,3,14,4.0
Books,304.91,2,Delivered,PayPal,Tablet,Social,Returning,7,3,14,1.0
Books,307.93,1,Returned,Credit Card,Tablet,Social,VIP,7,3,14,6.0
Beauty,186.05,2,Delivered,Apple Pay,Mobile,Paid Search,VIP,7,3,14,1.0
Beauty,355.32,3,Pending,Google Pay,Tablet,Organic,VIP,7,3,14,1.0
Clothing,396.98,4,Delivered,PayPal,Mobile,Social,Returning,7,3,14,3.0
Toys,29.81,2,Delivered,Google Pay,Mobile,Email,Returning,7,3,14,6.0
Beauty,191.12,3,Delivered,Credit Card,Desktop,Email,Returning,7,3,14,7.0
Beauty,24.28,1,Delivered,Apple Pay,Tablet,Email,Returning,7,3,14,3.0
Home,131.58,1,Delivered,Debit Card,Desktop,Organic,Returning,7,3,14,5.0
Toys,240.5,1,Pending,Debit Card,Desktop,Paid Search,New,7,3,14,2.0
Beauty,191.78,3,Delivered,Credit Card,Mobile,Social,Returning,7,3,14,1.0
Clothing,264.15,3,Returned,Apple Pay,Tablet,Social,Returning,7,3,14,1.0
Electronics,408.84,3,Delivered,Credit Card,Tablet,Organic,VIP,7,3,14,1.0
Electronics,27.77,1,Delivered,Credit Card,Mobile,Social,Returning,7,3,14,4.0
Toys,392.07,2,Delivered,Credit Card,Mobile,Social,Returning,7,3,14,6.0
Clothing,485.43,3,Pending,Google Pay,Tablet,Paid Search,Returning,7,3,14,7.0
Beauty,335.5,1,Pending,Google Pay,Mobile,Email,Returning,7,3,14,3.0
Toys,12.77,4,Delivered,PayPal,Desktop,Social,VIP,7,3,14,5.0
Beauty,453.14,4,Delivered,Credit Card,Desktop,Paid Search,Returning,7,3,14,7.0
Clothing,258.96,3,Delivered,PayPal,Tablet,Email,Returning,7,3,14,7.0
Beauty,337.31,2,Delivered,PayPal,Mobile,Paid Search,VIP,7,4,14,5.0
Toys,54.18,1,Shipped,Credit Card,Mobile,Paid Search,VIP,7,4,14,3.0
Books,50.98,4,Shipped,Google Pay,Desktop,Organic,VIP,7,4,14,5.0
Books,289.49,5,Delivered,Google Pay,Desktop,Email,VIP,7,4,14,1.0
Books,137.11,4,Delivered,Apple Pay,Tablet,Organic,Returning,7,4,14,3.0
Books,425.88,4,Delivered,Debit Card,Mobile,Paid Search,VIP,7,4,14,5.0
Toys,11.63,2,Delivered,Debit Card,Tablet,Paid Search,VIP,7,4,14,1.0
Beauty,366.15,2,Delivered,Apple Pay,Tablet,Social,Returning,7,4,14,7.0
Clothing,189.09,1,Shipped,Debit Card,Tablet,Organic,VIP,7,4,14,2.0
Electronics,116.0,2,Delivered,Apple Pay,Desktop,Email,New,7,4,14,7.0
Electronics,201.7,6,Returned,Debit Card,Desktop,Social,VIP,7,4,14,5.0
Toys,34.81,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,7,4,14,2.0
Toys,82.26,1,Shipped,Apple Pay,Mobile,Email,VIP,7,4,14,7.0
Clothing,378.72,1,Delivered,Apple Pay,Tablet,Email,Returning,7,4,14,1.0
Toys,225.76,5,Delivered,PayPal,Tablet,Email,Returning,7,4,14,5.0
Home,273.96,2,Delivered,Google Pay,Desktop,Email,VIP,7,4,14,2.0
Books,378.51,6,Delivered,PayPal,Desktop,Paid Search,Returning,7,4,14,4.0
Toys,366.76,4,Delivered,Google Pay,Tablet,Paid Search,Returning,7,4,14,5.0
Books,324.0,4,Shipped,Google Pay,Mobile,Social,New,7,4,14,6.0
Toys,68.28,1,Pending,Debit Card,Mobile,Social,VIP,7,4,14,5.0
Beauty,289.06,2,Delivered,PayPal,Mobile,Email,VIP,7,4,14,6.0
Clothing,276.57,2,Delivered,Apple Pay,Mobile,Social,Returning,7,4,14,7.0
Beauty,483.05,3,Delivered,Debit Card,Mobile,Social,VIP,7,4,14,1.0
Books,457.17,1,Pending,Credit Card,Mobile,Email,Returning,7,4,14,1.0
Clothing,429.83,5,Shipped,Debit Card,Desktop,Organic,Returning,7,5,14,5.0
Toys,77.11,3,Delivered,Google Pay,Tablet,Social,Returning,7,5,14,3.0
Home,128.98,2,Delivered,Debit Card,Tablet,Organic,Returning,7,5,14,5.0
Electronics,231.09,2,Delivered,PayPal,Desktop,Email,VIP,7,5,14,4.0
Home,439.65,9,Delivered,Debit Card,Mobile,Email,VIP,7,5,14,7.0
Electronics,390.07,2,Delivered,Google Pay,Tablet,Email,VIP,7,5,14,7.0
Beauty,216.99,1,Delivered,Apple Pay,Tablet,Email,Returning,7,5,14,1.0
Toys,57.5,1,Delivered,Apple Pay,Mobile,Organic,VIP,7,5,14,6.0
Clothing,136.3,2,Delivered,Apple Pay,Mobile,Paid Search,Returning,7,5,14,3.0
Beauty,416.35,3,Returned,Debit Card,Tablet,Organic,VIP,7,5,14,7.0
Home,226.44,2,Pending,Credit Card,Desktop,Social,Returning,7,5,14,1.0
Clothing,394.76,1,Delivered,Google Pay,Desktop,Social,VIP,7,5,14,4.0
Toys,303.98,4,Shipped,Debit Card,Mobile,Organic,Returning,7,5,14,1.0
Electronics,161.23,3,Delivered,PayPal,Desktop,Organic,VIP,7,5,14,5.0
Clothing,253.34,1,Pending,Google Pay,Mobile,Email,VIP,7,5,14,6.0
Beauty,458.76,1,Delivered,Debit Card,Desktop,Paid Search,VIP,7,5,14,4.0
Clothing,405.92,4,Delivered,Apple Pay,Mobile,Email,VIP,7,5,14,7.0
Beauty,42.83,2,Delivered,Apple Pay,Tablet,Organic,VIP,7,5,14,1.0
Home,132.74,5,Shipped,Apple Pay,Desktop,Organic,Returning,7,5,14,4.0
Books,297.7,2,Shipped,Google Pay,Mobile,Social,VIP,7,5,14,2.0
Books,449.19,1,Delivered,Google Pay,Tablet,Social,VIP,7,5,14,3.0
Books,204.54,2,Shipped,Google Pay,Mobile,Social,New,7,5,14,1.0
Electronics,116.57,3,Delivered,PayPal,Tablet,Paid Search,VIP,7,5,14,2.0
Toys,408.71,1,Delivered,Apple Pay,Tablet,Paid Search,VIP,7,5,14,5.0
Beauty,114.27,1,Delivered,Google Pay,Tablet,Social,VIP,7,5,14,4.0
Home,142.33,6,Delivered,Google Pay,Desktop,Social,Returning,7,6,14,2.0
Toys,140.12,4,Delivered,Apple Pay,Desktop,Organic,Returning,7,6,14,5.0
Beauty,268.12,1,Delivered,Debit Card,Mobile,Organic,VIP,7,6,14,7.0
Toys,388.47,2,Shipped,Credit Card,Tablet,Social,Returning,7,6,14,2.0
Home,357.41,3,Delivered,Credit Card,Mobile,Email,VIP,7,6,14,4.0
Books,187.8,1,Shipped,PayPal,Desktop,Social,VIP,7,6,14,5.0
